person_id,entry_time,exit_time,section_A_in,section_A_out,section_B_in,section_B_out,section_C_in,section_C_out,gender,age,total_time,A_time,B_time,C_time
3656,0:45:12,0:51:40,,,,,,,female,60+,388,0,0,0
3657,0:45:13,0:45:36,,,,,,,female,20-39,23,0,0,0
3658,0:45:20,0:52:35,,,,,,,male,60+,435,0,0,0
3661,0:45:23,1:01:39,0:58:25,1:00:28,,,,,female,20-39,976,123,0,0
3662,0:45:25,0:48:11,,,0:47:47,0:47:50,,,male,60+,166,0,3,0
3664,0:45:26,0:45:54,,,,,0:45:26,,female,60+,28,0,0,0
3667,0:45:31,0:46:23,0:45:32,,,,,,male,60+,52,0,0,0
3668,0:45:40,0:49:29,0:46:12,0:47:17,0:47:55,,,,male,60+,229,65,0,0
3669,0:45:41,0:46:16,,,,,,,male,60+,35,0,0,0
3670,0:45:50,0:46:15,,,,,,,male,0-19,25,0,0,0
3677,0:45:56,0:46:39,,,,,,,male,60+,43,0,0,0
3679,0:45:58,0:46:22,,,,,,,female,20-39,24,0,0,0
3681,0:46:01,0:48:35,0:47:09,0:47:26,,,,,male,60+,154,17,0,0
3682,0:46:05,0:46:30,0:46:05,,,,,,female,20-39,25,0,0,0
3684,0:46:07,0:46:48,,,,,,,male,60+,41,0,0,0
3694,0:46:28,0:47:04,,,0:46:28,,,,female,60+,36,0,0,0
3695,0:46:29,0:47:22,,,,,,,female,60+,53,0,0,0
3697,0:46:33,0:46:56,,,,,,,female,60+,23,0,0,0
3699,0:46:36,0:49:03,,,,,0:46:36,,female,60+,147,0,0,0
3702,0:46:37,0:48:15,0:46:54,0:47:03,,,0:47:53,0:47:54,male,20-39,98,9,0,1
3703,0:46:42,0:49:22,0:47:24,0:47:47,,,,,male,60+,160,23,0,0
3706,0:46:49,0:47:15,,,,,,,male,20-39,26,0,0,0
3707,0:46:50,0:47:26,,,,,,,male,60+,36,0,0,0
3709,0:46:58,0:47:20,0:46:59,,,,,,male,20-39,22,0,0,0
3716,0:47:12,0:56:29,0:49:03,0:49:24,0:54:25,0:54:32,,,female,60+,557,21,7,0
3717,0:47:14,0:48:41,0:47:14,0:47:30,,,,,male,20-39,87,16,0,0
3718,0:47:15,0:47:56,,,,,,,male,0-19,41,0,0,0
3719,0:47:18,0:56:29,0:55:28,0:55:53,,,,,female,60+,551,25,0,0
3725,0:47:24,0:48:07,,,,,,,male,60+,43,0,0,0
3734,0:47:29,0:47:52,,,,,,,female,20-39,23,0,0,0
3735,0:47:30,0:48:04,,,,,,,male,60+,34,0,0,0
3738,0:47:32,0:47:55,,,,,,,male,20-39,23,0,0,0
3739,0:47:33,0:47:55,0:47:33,,,,,,female,60+,22,0,0,0
3742,0:47:39,0:50:18,,,,,,,female,60+,159,0,0,0
3743,0:47:40,0:50:00,,,,,,,male,60+,140,0,0,0
3745,0:47:43,0:48:04,,,,,,,male,60+,21,0,0,0
3746,0:47:52,0:48:13,0:47:53,,,,,,female,60+,21,0,0,0
3750,0:48:01,0:48:22,,,,,,,male,60+,21,0,0,0
3752,0:48:06,0:49:43,,,,,,,male,60+,97,0,0,0
3755,0:48:15,1:03:42,,,,,1:03:14,1:03:14,male,60+,927,0,0,0
3756,0:48:16,0:54:47,,,0:51:02,0:54:26,,,male,60+,391,0,204,0
3759,0:48:20,0:49:24,,,,,,,male,60+,64,0,0,0
3762,0:48:21,0:49:31,,,0:48:23,0:48:55,,,male,60+,70,0,32,0
3768,0:48:28,0:50:26,,,,,,,male,60+,118,0,0,0
3770,0:48:29,0:51:28,,,,,,,female,60+,179,0,0,0
3775,0:48:38,0:51:30,,,,,,,female,60+,172,0,0,0
3778,0:48:41,0:49:10,0:48:41,,,,,,female,60+,29,0,0,0
3780,0:48:43,0:55:28,,,0:53:52,0:54:29,0:54:42,0:55:04,male,20-39,405,0,37,22
3781,0:48:45,0:49:27,,,,,,,male,0-19,42,0,0,0
3782,0:48:46,0:49:42,,,,,,,male,60+,56,0,0,0
3783,0:48:47,0:49:21,,,,,0:48:48,,male,60+,34,0,0,0
3784,0:48:48,,0:51:07,,,,0:49:25,0:50:36,female,60+,0,0,0,71
3785,0:48:49,1:01:13,,,0:54:27,0:54:28,1:00:28,1:00:41,male,20-39,744,0,1,13
3786,0:48:51,1:04:01,0:53:35,0:53:45,,,1:03:05,1:03:06,female,60+,910,10,0,1
3789,0:48:54,0:49:35,,,,,,,male,60+,41,0,0,0
3795,0:48:59,0:51:20,,,,,,,male,20-39,141,0,0,0
3798,0:49:03,0:49:43,,,,,,,male,20-39,40,0,0,0
3804,0:49:12,0:53:24,,,0:49:13,0:52:02,,,male,60+,252,0,169,0
3807,0:49:16,0:50:27,,,,,0:49:16,,male,60+,71,0,0,0
3821,0:49:37,0:50:15,,,,,,,male,20-39,38,0,0,0
3825,0:49:40,0:57:36,,,,,0:49:40,,female,60+,476,0,0,0
3829,0:49:41,0:50:57,,,,,0:50:35,,male,60+,76,0,0,0
3833,0:49:46,0:50:30,,,,,,,male,60+,44,0,0,0
3835,0:49:49,0:50:30,,,,,,,male,60+,41,0,0,0
3836,0:49:50,0:50:43,,,,,,,female,60+,53,0,0,0
3837,0:49:51,0:50:37,,,,,,,female,60+,46,0,0,0
3839,0:49:54,0:50:31,,,,,,,female,20-39,37,0,0,0
3841,0:49:57,0:50:24,,,0:49:58,,,,female,20-39,27,0,0,0
3842,0:49:59,0:52:41,,,,,0:50:37,0:50:36,female,60+,162,0,0,0
3845,0:50:02,0:52:24,,,,,,,male,60+,142,0,0,0
3847,0:50:04,0:50:52,,,,,,,male,60+,48,0,0,0
3848,0:50:05,0:50:43,,,,,,,male,20-39,38,0,0,0
3849,0:50:07,0:52:29,,,,,0:50:34,0:52:01,female,60+,142,0,0,87
3862,0:50:40,0:52:55,,,0:52:31,0:50:54,0:51:18,0:52:13,male,20-39,135,0,0,55
3864,0:50:45,0:52:58,,,0:50:46,0:50:52,,,male,60+,133,0,6,0
3865,0:50:45,0:51:14,,,,,,,female,20-39,29,0,0,0
3866,0:50:47,0:51:11,,,0:50:47,,,,male,60+,24,0,0,0
3872,0:50:58,0:53:13,0:50:59,0:52:15,,,,,female,60+,135,76,0,0
3874,0:51:00,0:52:20,,,0:51:06,,,,male,60+,80,0,0,0
3878,0:51:09,0:51:44,,,,,,,female,60+,35,0,0,0
3882,0:51:16,0:53:48,0:52:32,0:52:50,,,,,female,60+,152,18,0,0
3884,0:51:19,0:52:12,,,,,,,female,60+,53,0,0,0
3887,0:51:23,1:03:51,,,0:51:58,0:53:20,1:03:23,1:03:25,female,60+,748,0,82,2
3893,0:51:29,0:58:59,,,0:51:41,0:53:16,,,female,20-39,450,0,95,0
3896,0:51:34,0:54:04,,,,,,,female,20-39,150,0,0,0
3897,0:51:35,,,,0:51:35,0:58:35,1:04:54,1:04:12,female,60+,0,0,420,0
3898,0:51:40,,,,,,1:02:42,,female,60+,0,0,0,0
3900,0:51:42,0:53:17,,,0:51:48,0:51:53,,,male,60+,95,0,5,0
3903,0:51:45,0:56:52,,,,,0:54:56,,male,60+,307,0,0,0
3905,0:51:46,0:52:47,0:51:46,,,,,,male,60+,61,0,0,0
3916,0:51:54,0:54:20,,,,,0:53:43,0:53:59,male,60+,146,0,0,16
3917,0:51:55,0:52:48,,,,,,,male,60+,53,0,0,0
3918,0:51:58,0:52:45,0:52:01,,,,,,male,60+,47,0,0,0
3919,0:52:05,0:53:58,,,,,,,male,60+,113,0,0,0
3920,0:52:08,0:52:35,,,,,,,female,60+,27,0,0,0
3928,0:52:21,0:55:15,,,,,,,male,40-59,174,0,0,0
3929,0:52:26,0:56:30,0:52:37,0:52:45,0:54:05,0:55:17,,,male,60+,244,8,72,0
3930,0:52:32,,1:05:37,1:06:22,1:07:29,1:08:35,1:00:40,1:04:04,female,60+,0,45,66,204
3933,0:52:37,0:53:31,,,,,,,male,60+,54,0,0,0
3934,0:52:39,0:53:17,,,,,,,male,60+,38,0,0,0
3935,0:52:41,0:53:06,,,,,0:52:41,,male,60+,25,0,0,0
3936,0:52:49,0:53:27,,,,,,,male,60+,38,0,0,0
3941,0:52:56,1:01:13,,,,,0:52:57,,female,60+,497,0,0,0
3942,0:53:00,0:53:29,,,,,,,female,60+,29,0,0,0
3944,0:53:02,0:53:33,,,,,,,female,60+,31,0,0,0
3945,0:53:04,1:03:58,1:02:36,0:53:05,,,1:00:09,1:00:14,male,60+,654,0,0,5
3947,0:53:07,0:53:36,,,,,,,male,60+,29,0,0,0
3948,0:53:09,0:56:16,,,0:53:09,0:54:41,,,male,60+,187,0,92,0
3950,0:53:12,0:53:39,,,,,,,male,20-39,27,0,0,0
3952,0:53:16,0:53:41,,,,,0:53:16,,male,60+,25,0,0,0
3953,0:53:19,,,,,,1:07:52,,female,60+,0,0,0,0
3956,0:53:28,0:53:51,,,,,,,female,60+,23,0,0,0
3958,0:53:30,0:56:42,,,,0:55:08,0:53:30,,male,60+,192,0,3308,0
3960,0:53:35,0:55:59,,,,,,,male,60+,144,0,0,0
3973,0:53:48,0:54:11,,,,,,,male,60+,23,0,0,0
3974,0:53:49,0:57:19,,,,,0:53:50,,male,60+,210,0,0,0
3975,0:53:56,0:56:28,,,0:54:08,0:55:15,,,female,60+,152,0,67,0
3977,0:54:02,0:56:10,,,,,,,male,20-39,128,0,0,0
3980,0:54:12,0:56:49,0:54:43,0:54:54,,,,,male,20-39,157,11,0,0
3982,0:54:17,1:03:33,1:01:17,1:01:15,0:59:43,0:59:44,,1:02:43,male,20-39,556,0,1,3763
3983,0:54:18,0:56:05,0:55:28,,,,,,male,60+,107,0,0,0
3984,0:54:20,0:55:06,,,,,,,female,60+,46,0,0,0
3991,0:54:31,1:02:13,0:54:41,0:55:07,0:57:23,1:00:14,,,male,20-39,462,26,171,0
3994,0:54:36,0:55:23,,,,,0:54:36,,male,60+,47,0,0,0
3996,0:54:41,0:56:43,,,,,,,male,60+,122,0,0,0
4000,0:54:52,0:58:11,,,,,,,male,60+,199,0,0,0
4001,0:54:55,0:59:25,,,,,,,male,60+,270,0,0,0
4002,0:54:56,0:55:45,,,,,,,male,60+,49,0,0,0
4004,0:54:58,0:58:59,,,,,,,female,20-39,241,0,0,0
4005,0:55:01,1:03:04,0:57:33,0:55:33,,,,,male,20-39,483,0,0,0
4009,0:55:04,1:03:20,,,0:55:05,0:58:39,,,female,60+,496,0,214,0
4012,0:55:06,0:56:35,,,,,,,female,20-39,89,0,0,0
4013,0:55:09,0:55:38,,,,,,,male,20-39,29,0,0,0
4016,0:55:12,0:55:50,,,,,,,female,20-39,38,0,0,0
4019,0:55:20,0:55:50,,,,,,,male,40-59,30,0,0,0
4025,0:55:31,1:01:43,,,,,,,female,60+,372,0,0,0
4026,0:55:40,1:02:58,,,,,,,female,60+,438,0,0,0
4027,0:55:41,0:58:11,0:55:41,,,,,,female,20-39,150,0,0,0
4028,0:55:42,0:56:14,,,,,0:55:42,,female,40-59,32,0,0,0
4030,0:55:44,0:56:17,,,,,,,male,0-19,33,0,0,0
4031,0:55:45,1:06:29,,,,,1:01:27,1:04:48,male,60+,644,0,0,201
4032,0:55:48,1:04:11,,,,,0:55:52,1:03:20,female,60+,503,0,0,448
4034,0:55:59,0:57:27,,,,,,,male,60+,88,0,0,0
4035,0:56:04,0:56:32,,,,,0:56:04,,male,60+,28,0,0,0
4039,0:56:07,0:59:48,,,,,,,male,60+,221,0,0,0
4040,0:56:09,1:01:48,,,,,,,male,60+,339,0,0,0
4043,0:56:12,0:56:45,,,,,,,male,60+,33,0,0,0
4056,0:56:35,1:01:08,1:00:18,1:00:25,,,,,male,60+,273,7,0,0
4057,0:56:37,0:58:16,,,,,,,male,60+,99,0,0,0
4060,0:56:39,1:04:25,0:59:06,1:01:19,,,,,male,60+,466,133,0,0
4061,0:56:43,0:57:19,0:56:43,,,,,,male,60+,36,0,0,0
4063,0:56:47,0:58:58,,,0:56:47,0:58:03,,,male,60+,131,0,76,0
4064,0:56:54,0:57:17,,,,,,,male,60+,23,0,0,0
4065,0:56:56,1:07:11,,,0:57:36,1:00:08,1:03:54,1:04:20,male,60+,615,0,152,26
4068,0:57:01,1:00:09,,,,,,,female,60+,188,0,0,0
4069,0:57:02,1:02:52,,,,,1:02:14,1:02:15,male,60+,350,0,0,1
4075,0:57:10,0:57:36,,,,,,,male,60+,26,0,0,0
4078,0:57:18,0:58:47,0:57:50,0:58:12,,,,,male,0-19,89,22,0,0
4079,0:57:21,1:06:39,,,,,1:03:39,1:06:00,male,60+,558,0,0,141
4081,0:57:24,1:02:53,1:00:28,0:59:58,,,,,male,20-39,329,0,0,0
4082,0:57:26,0:58:05,0:57:27,,,,,,male,60+,39,0,0,0
4086,0:57:33,1:02:07,,,,,,,male,20-39,274,0,0,0
4088,0:57:38,1:07:11,,,0:58:55,0:59:57,,,male,20-39,573,0,62,0
4090,0:57:42,0:58:13,,,,,,,female,60+,31,0,0,0
4095,0:57:46,1:01:59,,,,,,,female,60+,253,0,0,0
4098,0:57:51,1:02:33,,,0:57:51,1:00:34,1:01:58,,male,60+,282,0,163,0
4100,0:57:52,,,,1:07:19,1:07:42,,,male,60+,0,0,23,0
4101,0:57:56,,0:57:56,1:00:14,1:00:26,1:00:59,,,male,20-39,0,138,33,0
4102,0:57:57,0:59:49,,,,,,,male,60+,112,0,0,0
4105,0:58:02,1:02:11,,,,,,,male,60+,249,0,0,0
4109,0:58:05,0:59:39,,,,,,,male,40-59,94,0,0,0
4114,0:58:10,1:00:32,,,,,,,female,60+,142,0,0,0
4118,0:58:14,0:59:01,0:58:23,,,,,,female,60+,47,0,0,0
4121,0:58:17,0:59:49,,,,,,,male,60+,92,0,0,0
4122,0:58:19,0:59:23,,,,,,,male,20-39,64,0,0,0
4123,0:58:21,1:06:51,,,,,1:03:32,1:06:21,male,60+,510,0,0,169
4124,0:58:22,0:58:54,,,,,,,male,20-39,32,0,0,0
4128,0:58:26,1:06:28,,,,,0:59:38,1:04:05,female,60+,482,0,0,267
4131,0:58:29,1:02:14,,,,,0:58:31,,male,60+,225,0,0,0
4132,0:58:31,1:02:54,0:58:32,1:02:21,,,,,male,60+,263,229,0,0
4134,0:58:34,1:00:11,,,,,,,male,40-59,97,0,0,0
4138,0:58:42,0:59:57,,,,,,,female,60+,75,0,0,0
4142,0:58:44,1:03:40,0:58:44,,,1:00:40,,,male,40-59,296,0,3640,0
4144,0:58:47,0:59:25,,,,,,,male,60+,38,0,0,0
4145,0:58:52,1:01:52,0:59:42,0:59:59,,,,,male,60+,180,17,0,0
4150,0:58:56,0:59:28,,,,,,,male,60+,32,0,0,0
4153,0:58:59,1:00:40,,,,,,,male,60+,101,0,0,0
4161,0:59:08,1:02:30,,,,,,,female,60+,202,0,0,0
4162,0:59:09,1:01:13,0:59:30,,,,,,male,60+,124,0,0,0
4163,0:59:10,1:00:20,,,,,,,male,60+,70,0,0,0
4166,0:59:18,,,,,,1:03:30,1:04:12,male,60+,0,0,0,42
4167,0:59:22,1:04:41,,,,,1:04:12,1:04:13,male,60+,319,0,0,1
4173,0:59:29,,1:02:20,1:02:36,,,1:09:08,1:09:08,female,20-39,0,16,0,0
4174,0:59:31,1:00:34,,,,,,,male,60+,63,0,0,0
4178,0:59:36,1:02:54,,,,,,,female,60+,198,0,0,0
4179,0:59:37,,1:08:23,1:03:06,,,,,male,60+,0,0,0,0
4184,0:59:50,1:00:38,0:59:50,,,,,,male,20-39,48,0,0,0
4187,0:59:51,1:03:11,0:59:52,1:00:06,,,1:00:59,,female,60+,200,14,0,0
4196,1:00:02,,,,,,1:04:59,1:06:35,male,60+,0,0,0,96
4199,1:00:06,1:00:38,,,,,,,male,60+,32,0,0,0
4203,1:00:15,1:01:31,,,,,,,male,20-39,76,0,0,0
4212,1:00:23,1:02:25,,,,,1:01:36,,female,60+,122,0,0,0
4220,1:00:30,1:01:13,1:00:31,,,,,,male,20-39,43,0,0,0
4222,1:00:35,1:02:41,,,,,1:01:14,1:02:08,female,60+,126,0,0,54
4223,1:00:37,1:02:35,,,,,,,male,20-39,118,0,0,0
4226,1:00:43,1:01:46,,,,,,,male,60+,63,0,0,0
4229,1:00:50,1:01:26,,,,,,,male,60+,36,0,0,0
4231,1:00:54,,,,,,1:01:07,1:03:33,male,60+,0,0,0,146
4236,1:01:10,1:08:26,,,,,,,male,20-39,436,0,0,0
4238,1:01:13,1:02:29,,,,,1:01:17,1:01:31,female,60+,76,0,0,14
4239,1:01:19,,,,,,,,male,60+,0,0,0,0
4243,1:01:29,1:02:29,,,,,,,male,20-39,60,0,0,0
4245,1:01:30,1:06:16,,,,,1:03:42,1:03:23,female,60+,286,0,0,0
4250,1:01:36,1:07:55,1:07:18,1:07:31,,,,,male,60+,379,13,0,0
4251,1:01:37,1:02:54,1:01:44,1:01:48,,,,,female,60+,77,4,0,0
4254,1:01:42,1:04:14,,,,,1:01:43,1:03:03,female,40-59,152,0,0,80
4262,1:01:49,1:07:20,,,,,1:01:49,1:05:43,male,60+,331,0,0,234
4263,1:01:50,,1:08:04,1:07:50,,,,,male,60+,0,0,0,0
4266,1:01:54,1:02:48,,,,,,,male,20-39,54,0,0,0
4269,1:01:57,1:04:47,,,,,,,male,0-19,170,0,0,0
4271,1:02:00,1:02:51,,,,,,,male,20-39,51,0,0,0
4273,1:02:05,1:03:45,1:03:09,,,,,,female,60+,100,0,0,0
4276,1:02:11,1:02:44,,,,,,,male,40-59,33,0,0,0
4279,1:02:16,1:04:41,,,,,,,male,20-39,145,0,0,0
4280,1:02:18,1:07:20,,,,,1:02:56,1:05:50,female,60+,302,0,0,174
4282,1:02:26,1:06:49,,,,,,,male,60+,263,0,0,0
4283,1:02:28,1:04:35,,,,,1:02:58,1:04:10,female,60+,127,0,0,72
4285,1:02:33,1:03:07,,,,,1:02:33,,male,60+,34,0,0,0
4286,1:02:34,1:03:45,,,,,,,male,20-39,71,0,0,0
4287,1:02:40,1:03:24,,,,,,,male,60+,44,0,0,0
4293,1:03:00,1:03:33,,,,,,,female,60+,33,0,0,0
4294,1:03:01,1:06:26,1:03:07,,,,,,female,20-39,205,0,0,0
4296,1:03:09,1:03:39,,,,,,,female,20-39,30,0,0,0
4298,1:03:23,,,,,,1:03:23,1:03:44,female,20-39,0,0,0,21
4305,1:03:43,1:04:42,,,,,,,male,60+,59,0,0,0
4308,1:03:50,1:04:18,,,,,,,male,60+,28,0,0,0
4312,1:03:52,,,,,,,,female,20-39,0,0,0,0
4313,1:03:53,1:05:34,,,,,,,male,20-39,101,0,0,0
4316,1:03:58,1:06:46,1:04:42,1:04:49,,,,,male,60+,168,7,0,0
4317,1:04:02,1:05:48,,,,,,,male,20-39,106,0,0,0
4322,1:04:07,1:08:20,1:06:47,1:05:07,,,,,female,60+,253,0,0,0
4323,1:04:08,,1:07:51,1:08:52,1:05:20,1:05:51,1:05:59,1:07:24,female,60+,0,61,31,85
4324,1:04:11,1:04:48,,,,,,,female,20-39,37,0,0,0
4327,1:04:15,1:05:20,,,,,,,male,60+,65,0,0,0
4328,1:04:15,1:06:36,,,,,,,male,20-39,141,0,0,0
4329,1:04:16,1:04:46,,,,,,,male,60+,30,0,0,0
4332,1:04:23,1:09:01,1:07:25,1:07:45,,,,,male,60+,278,20,0,0
4339,1:04:35,1:05:44,1:04:35,,,,,,female,60+,69,0,0,0
4342,1:04:36,1:06:23,,,,,,,male,20-39,107,0,0,0
4347,1:04:42,,,,1:04:42,,,,male,60+,0,0,0,0
4348,1:04:44,1:05:36,,,,,,,male,40-59,52,0,0,0
4349,1:04:45,1:05:38,,,,,,,female,60+,53,0,0,0
4354,1:04:49,1:08:43,1:06:02,1:06:25,,,,,male,60+,234,23,0,0
4355,1:04:50,1:05:36,1:04:51,,,,,,female,40-59,46,0,0,0
4356,1:04:51,1:05:27,,,,,,,male,60+,36,0,0,0
4357,1:04:52,1:05:44,,,,,,,male,60+,52,0,0,0
4358,1:04:56,1:05:51,,,,,,,male,60+,55,0,0,0
4360,1:04:58,,1:08:49,1:08:51,1:08:11,1:08:24,,,male,60+,0,2,13,0
4366,1:05:01,1:07:50,1:05:39,1:07:00,,,,,female,20-39,169,81,0,0
4367,1:05:02,,1:08:59,1:08:29,,,1:05:02,1:06:46,male,60+,0,0,0,104
4368,1:05:03,,1:08:45,1:08:44,1:06:23,1:06:24,,,male,60+,0,0,1,0
4369,1:05:04,1:06:33,,,,,,,male,60+,89,0,0,0
4375,1:05:11,1:05:49,1:05:12,,,,,,female,60+,38,0,0,0
4376,1:05:13,1:05:51,,,,,,,male,60+,38,0,0,0
4378,1:05:14,,1:06:04,1:06:15,1:07:35,1:08:35,,,male,60+,0,11,60,0
4379,1:05:15,1:05:49,,,,,,,male,60+,34,0,0,0
4380,1:05:18,,1:05:18,,,,,,male,60+,0,0,0,0
4385,1:05:23,1:07:10,,,,,,,female,60+,107,0,0,0
4387,1:05:28,,1:08:40,1:05:49,,,,,male,20-39,0,0,0,0
4394,1:05:40,1:06:49,,,,,,,male,60+,69,0,0,0
4395,1:05:41,,,,,,,,female,20-39,0,0,0,0
4396,1:05:42,1:06:23,1:05:42,,,,,,male,60+,41,0,0,0
4398,1:05:47,,,,,,,,male,60+,0,0,0,0
4403,1:05:53,1:08:52,1:05:53,1:07:49,,,,,female,60+,179,116,0,0
4412,1:06:02,1:06:51,,,,,1:06:04,1:06:23,female,20-39,49,0,0,19
4414,1:06:03,1:07:33,,,,,,,male,60+,90,0,0,0
4418,1:06:09,1:06:39,1:06:10,,,,,,male,60+,30,0,0,0
4419,1:06:11,1:06:40,,,,,,,male,60+,29,0,0,0
4420,1:06:12,,,,,,1:06:14,,female,60+,0,0,0,0
4424,1:06:38,1:08:34,1:07:42,1:07:47,,,,,male,60+,116,5,0,0
4428,1:06:52,1:08:14,,,,,,,female,60+,82,0,0,0
4429,1:06:57,1:07:37,1:06:57,,,,,,male,60+,40,0,0,0
4430,1:07:08,1:08:20,,,,,,,male,20-39,72,0,0,0
4431,1:07:16,,,,,,,,male,20-39,0,0,0,0
4432,1:07:17,,,,,,,,female,60+,0,0,0,0
4434,1:07:21,1:08:30,,,,,,,male,60+,69,0,0,0
4440,1:07:38,,,,1:08:28,,,,male,60+,0,0,0,0
4441,1:07:41,,,,,,1:08:03,,male,60+,0,0,0,0
4442,1:07:43,1:08:10,,,,,,,male,60+,27,0,0,0
4443,1:07:44,1:08:47,,,1:08:21,,,,male,60+,63,0,0,0
4450,1:07:56,,,,1:08:50,1:08:50,,,male,60+,0,0,0,0
4453,1:08:00,,,,1:08:48,,,,female,60+,0,0,0,0
4456,1:08:02,1:08:29,,,,,,,male,60+,27,0,0,0
4457,1:08:05,1:08:35,,,,,,,female,40-59,30,0,0,0
4458,1:08:07,,,,,,,,male,60+,0,0,0,0
4460,1:08:11,,,,,,,,male,60+,0,0,0,0
4463,1:08:13,1:08:47,,,,,,,male,0-19,34,0,0,0
4464,1:08:14,,,,,,1:09:03,,male,60+,0,0,0,0
4467,1:08:23,,,,,,,,male,40-59,0,0,0,0
4471,1:08:27,1:08:51,,,,,,,male,20-39,24,0,0,0
4474,1:08:34,1:09:07,,,,,,,male,60+,33,0,0,0
4479,1:08:42,,,,,,,,male,60+,0,0,0,0
4486,1:08:53,,,,,,,,male,20-39,0,0,0,0
4487,1:08:55,,,,,,,,female,40-59,0,0,0,0
4488,1:08:59,,1:08:59,,,,,,male,60+,0,0,0,0
4490,1:09:06,,1:09:06,,,,,,male,60+,0,0,0,0
